-174/25	23/50	2.415121004088741
-174/25	12/25	2.5254352702392735
-174/25	1/2	2.5149088873377794
-174/25	13/25	2.512451206920645
-174/25	27/50	2.3293871308749217
-174/25	14/25	2.4399232990083894
-174/25	29/50	2.5116000756943824
-174/25	3/5	2.491212352696232
-174/25	31/50	2.510307938081265
-174/25	16/25	2.502980762367996
-174/25	33/50	2.3480603212298465
-174/25	17/25	2.46352503224569
-174/25	7/10	2.4875509784513916
-174/25	18/25	2.459721134401164
-174/25	37/50	2.284676759467865
-174/25	19/25	2.4497133017915034
-174/25	39/50	2.431350919364652
-174/25	4/5	2.4205407607981737
-174/25	41/50	2.3991341048641046
-174/25	21/25	2.4069787777237317
-174/25	43/50	2.04646199047209
-174/25	22/25	2.1420976367973488
-174/25	9/10	2.339416559978897
-174/25	23/25	2.319526272871457
-174/25	47/50	2.31406530729198
-174/25	24/25	2.289773553989077
-174/25	49/50	2.0222167858298774
-174/25	1	2.25726529513524
-347/50	0	Indeterminate
-347/50	1/50	0.8913202835246872
-347/50	1/25	1.6017722675951778
-347/50	3/50	1.7609024221999339
-347/50	2/25	1.8890345746404218
-347/50	1/10	1.9795998617416888
-347/50	3/25	2.049760738566002
-347/50	7/50	2.1010317096799875
-347/50	4/25	2.141521885539969
-347/50	9/50	2.1799685680670464
-347/50	1/5	2.021666467856387
-347/50	11/50	2.2586566493519564
-347/50	6/25	2.3272282401518707
-347/50	13/50	2.3572553671943997
-347/50	7/25	2.3728670517708608
-347/50	3/10	2.1555507770691578
-347/50	8/25	2.3875990849025244
-347/50	17/50	2.4096271073391415
-347/50	9/25	2.4632997222882085
-347/50	19/50	2.1103742858539953
-347/50	2/5	2.477573877417909
-347/50	21/50	2.416628186912681
-347/50	11/25	2.4944584957373896
-347/50	23/50	2.437282277396228
-347/50	12/25	2.5154048913214933
-347/50	1/2	2.5072463462279457
-347/50	13/25	2.4581532465308955
-347/50	27/50	2.2651202911846315
-347/50	14/25	2.269009643249109
-347/50	29/50	2.506828322696723
-347/50	3/5	2.4924119628537253
-347/50	31/50	2.4991958184768786
-347/50	16/25	2.49386613451873
-347/50	33/50	2.486312268104239
-347/50	17/25	2.48499384002523
-347/50	7/10	1.8073836219379948
-347/50	18/25	2.310261252495409
-347/50	37/50	2.4633404741056046
-347/50	19/25	2.451422528601446
-347/50	39/50	2.433254100708011
-347/50	4/5	2.109218114223378
-347/50	41/50	2.106789855462596
-347/50	21/25	2.381170630814196
-347/50	43/50	2.3824933381798665
-347/50	22/25	2.353265414572229
-347/50	9/10	2.247908786711035
-347/50	23/25	2.325766284895439
-347/50	47/50	2.3139020403154555
-347/50	24/25	2.1903733142457344
-347/50	49/50	2.2642833871050088
-347/50	1	2.2463034713137566
-173/25	0	Indeterminate
-173/25	1/50	1.305869592945442
-173/25	1/25	1.5943731610554999
-173/25	3/50	1.7768204256721938
-173/25	2/25	1.8439506583133813
-173/25	1/10	1.9749380917422659
-173/25	3/25	2.048322172863527
-173/25	7/50	2.1122025995872273
-173/25	4/25	2.1653744954666148
-173/25	9/50	2.2063151219658397
-173/25	1/5	2.2599686222472433
-173/25	11/50	2.2808986597375744
-173/25	6/25	2.279222870152127
-173/25	13/50	2.3128855218927864
-173/25	7/25	2.375621963772175
-173/25	3/10	2.3949157155862033
-173/25	8/25	2.357362379397166
-173/25	17/50	2.208524812955874
-173/25	9/25	2.458203289106626
-173/25	19/50	2.475736867732635
-173/25	2/5	2.4822087435844633
-173/25	21/50	2.3994972441177715
-173/25	11/25	2.4711743644911177
-173/25	23/50	2.5116178263488065
-173/25	12/25	2.5152126191499704
-173/25	1/2	2.515069366595786
-173/25	13/25	2.516540933481006
-173/25	27/50	2.4404744278207744
-173/25	14/25	2.3988829718477898
-173/25	29/50	2.5068707112553286
-173/25	3/5	2.4005716687346985
-173/25	31/50	2.509785157086091
-173/25	16/25	2.472296883000165
-173/25	33/50	2.348619421951303
-173/25	17/25	2.214999546903035
-173/25	7/10	2.482818540760396
-173/25	18/25	2.3070841196474166
-173/25	37/50	2.415535863457913
-173/25	19/25	2.456115455627576
-173/25	39/50	2.241431463552708
-173/25	4/5	2.4275483861746032
-173/25	41/50	2.3964701761239233
-173/25	21/25	2.1948522188709423
-173/25	43/50	2.3808959847436157
-173/25	22/25	2.3708960263255534
-173/25	9/10	2.0821079117421246
-173/25	23/25	2.3217128138647536
-173/25	47/50	2.314360833545186
-173/25	24/25	2.2781746484184136
-173/25	49/50	2.274785100485376
-173/25	1	2.247824218953088
-69/10	0	Indeterminate
-69/10	1/50	1.3095299790552737
-69/10	1/25	1.5933446070110662
-69/10	3/50	1.770628676051556
-69/10	2/25	1.892595215443583
-69/10	1/10	1.9904379802500647
-69/10	3/25	2.0473570253965403
-69/10	7/50	2.0676382019745105
-69/10	4/25	2.1235693069690584
-69/10	9/50	2.214837561231287
-69/10	1/5	2.2577156204489413
-69/10	11/50	2.2827318396508534
-69/10	6/25	2.323029021412668
-69/10	13/50	2.3447805077610786
-69/10	7/25	2.3811573571648244
-69/10	3/10	2.3189865348361747
-69/10	8/25	2.4228393665518597
-69/10	17/50	2.4359747533470526
-69/10	9/25	2.46594659653209
-69/10	19/50	2.2337983372754495
-69/10	2/5	2.472660452578624
-69/10	21/50	2.492369190749477
-69/10	11/25	2.144481628694768
-69/10	23/50	2.507422989244614
-69/10	12/25	2.5171250020126936
-69/10	1/2	2.418861010744674
-69/10	13/25	2.479569839964671
-69/10	27/50	2.5278263843799875
-69/10	14/25	2.522413735436199
-69/10	29/50	2.31919228354967
-69/10	3/5	2.5105895649056786
-69/10	31/50	2.4935819074724863
-69/10	16/25	2.504751042343111
-69/10	33/50	2.504417311948571
-69/10	17/25	2.338376523872422
-69/10	7/10	2.4769583854398327
-69/10	18/25	2.469449700659506
-69/10	37/50	2.4551233527196925
-69/10	19/25	2.4211100573903503
-69/10	39/50	2.4106065162427743
-69/10	4/5	2.1379576700057514
-69/10	41/50	2.41038166251111
-69/10	21/25	2.405468395762836
-69/10	43/50	2.1010542524972355
-69/10	22/25	2.361383074949129
-69/10	9/10	2.2746990515744843
-69/10	23/25	2.3292790277339357
-69/10	47/50	2.1880293423663164
-69/10	24/25	2.2945607128247842
-69/10	49/50	2.275074100851637
-69/10	1	2.2467365102422376
-172/25	0	Indeterminate
-172/25	1/50	1.3080042313316995
-172/25	1/25	1.6051002708565576
-172/25	3/50	1.7619889887100477
-172/25	2/25	1.8772424351536625
-172/25	1/10	1.7510462374576352
-172/25	3/25	2.0495037129373768
-172/25	7/50	2.1000620157450087
-172/25	4/25	1.9493289299295717
-172/25	9/50	2.2075545771090046
-172/25	1/5	2.2480247574267818
-172/25	11/50	2.292867492593001
-172/25	6/25	2.306507512973026
-172/25	13/50	2.281496983759245
-172/25	7/25	2.3523490398712013
-172/25	3/10	2.362349517356753
-172/25	8/25	2.187238815522389
-172/25	17/50	2.3934636698389546
-172/25	9/25	2.4508863862182375
-172/25	19/50	2.4104128328134475
-172/25	2/5	2.4721379776759953
-172/25	21/50	2.497583424972957
-172/25	11/25	2.4893249441547116
-172/25	23/50	2.5220967450485072
-172/25	12/25	2.485686101549412
-172/25	1/2	2.1657392215014752
-172/25	13/25	2.5247646403268673
-172/25	27/50	2.5186333547026765
-172/25	14/25	2.5236915549956134
-172/25	29/50	2.4873773470162037
-172/25	3/5	2.4964873897254125
-172/25	31/50	2.4723389580965405
-172/25	16/25	2.3623828537241782
-172/25	33/50	2.4931383636338653
-172/25	17/25	2.1699587594643854
-172/25	7/10	2.485678772155665
-172/25	18/25	2.1901077394379245
-172/25	37/50	2.4488996360235844
-172/25	19/25	2.4505938317953526
-172/25	39/50	2.434944016675097
-172/25	4/5	2.363854940000424
-172/25	41/50	2.4134016156425084
-172/25	21/25	2.3805616155111244
-172/25	43/50	2.1068820938437907
-172/25	22/25	2.357025532118005
-172/25	9/10	2.3406308581374375
-172/25	23/25	2.3164899960301946
-172/25	47/50	2.2940974962631877
-172/25	24/25	2.282712774724193
-172/25	49/50	2.27167244850223
-172/25	1	2.2495413898980114
-343/50	0	Indeterminate
-343/50	1/50	1.2999844798397941
-343/50	1/25	1.589731928991867
-343/50	3/50	1.7624000196065241
-343/50	2/25	1.8863952186768564
-343/50	1/10	1.9790752065532735
-343/50	3/25	2.049552777106682
-343/50	7/50	1.8890102003686495
-343/50	4/25	2.172996690552599
-343/50	9/50	2.1965885731960713
-343/50	1/5	2.248272974897595
-343/50	11/50	2.2922221842975654
-343/50	6/25	2.111127565543949
-343/50	13/50	2.3174079227244753
-343/50	7/25	2.3375780315104526
-343/50	3/10	2.40218535001384
-343/50	8/25	2.377605736899891
-343/50	17/50	2.4429037150236255
-343/50	9/25	2.4635644734130344
-343/50	19/50	2.4597729550833254
-343/50	2/5	2.417959545231177
-343/50	21/50	2.495477055829977
-343/50	11/25	2.4913410312161384
-343/50	23/50	2.450988340910381
-343/50	12/25	2.52606912152225
-343/50	1/2	2.526753498353897
-343/50	13/25	2.5135711037430903
-343/50	27/50	2.1769553661928316
-343/50	14/25	2.5224363130389724
-343/50	29/50	2.3907345850539508
-343/50	3/5	2.056337289253356
-343/50	31/50	2.519306483415842
-343/50	16/25	2.5112967656384724
-343/50	33/50	2.4907070794862434
-343/50	17/25	2.4881351299548236
-343/50	7/10	2.0642460666508544
-343/50	18/25	2.4787545589926165
-343/50	37/50	2.464510951640727
-343/50	19/25	2.1572962582928525
-343/50	39/50	2.4418247632523356
-343/50	4/5	2.41053708540116
-343/50	41/50	2.407367885190562
-343/50	21/25	2.3926810616542586
-343/50	43/50	2.1603310016229647
-343/50	22/25	2.150469832970648
-343/50	9/10	2.344913041613199
-343/50	23/25	2.0659917431261974
-343/50	47/50	2.301167132150512
-343/50	24/25	2.288929258767272
-343/50	49/50	2.2715228699642487
-343/50	1	2.245645692815403
-171/25	0	Indeterminate
-171/25	1/50	1.3070136456779629
-171/25	1/25	1.5953600834313058
-171/25	3/50	1.7637235938987699
-171/25	2/25	1.8874806211664874
-171/25	1/10	1.933027653565454
-171/25	3/25	2.0554621310075865
-171/25	7/50	2.107858547215992
-171/25	4/25	2.153510798831018
-171/25	9/50	2.200050914000697
-171/25	1/5	2.2348606827264477
-171/25	11/50	2.2884808247776935
-171/25	6/25	2.307299777019552
-171/25	13/50	2.3628917098990403
-171/25	7/25	2.356090321422375
-171/25	3/10	2.0152920370471907
-171/25	8/25	2.391101557062122
-171/25	17/50	2.4506067606943485
-171/25	9/25	2.4497751381459167
-171/25	19/50	2.4190870592373916
-171/25	2/5	2.4873054093077194
-171/25	21/50	2.162023980644623
-171/25	11/25	2.2374963183109386
-171/25	23/50	2.521343336947402
-171/25	12/25	2.515161509499044
-171/25	1/2	2.500316287063045
-171/25	13/25	2.423585506855153
-171/25	27/50	2.5219328948798423
-171/25	14/25	2.4104802372942364
-171/25	29/50	2.5082273498090664
-171/25	3/5	2.5142563083515457
-171/25	31/50	2.5003858600241675
-171/25	16/25	2.509196507802177
-171/25	33/50	2.4106502721086365
-171/25	17/25	2.4954676169382024
-171/25	7/10	2.4728420329690897
-171/25	18/25	2.46853793409092
-171/25	37/50	2.441285374874694
-171/25	19/25	2.4540600053257497
-171/25	39/50	2.247249558285648
-171/25	4/5	2.4281418243614903
-171/25	41/50	2.066422748105567
-171/25	21/25	2.380833404263768
-171/25	43/50	2.36369397330082
-171/25	22/25	1.9388935819110131
-171/25	9/10	2.344411382415832
-171/25	23/25	2.321516968763014
-171/25	47/50	2.1682918114592105
-171/25	24/25	2.2736038163035968
-171/25	49/50	2.279568529947071
-171/25	1	2.249200774001844
-341/50	0	Indeterminate
-341/50	1/50	1.3035608068094338
-341/50	1/25	1.37307473309433
-341/50	3/50	1.7711749293993846
-341/50	2/25	1.8844430854587355
-341/50	1/10	1.9788168519325837
-341/50	3/25	2.0564769051356184
-341/50	7/50	1.8560765732451838
-341/50	4/25	2.164916594709341
-341/50	9/50	2.2177316312287085
-341/50	1/5	2.0317019591525978
-341/50	11/50	2.2785348002170056
-341/50	6/25	2.3330628668666633
-341/50	13/50	2.334296549988356
-341/50	7/25	2.3554193476209373
-341/50	3/10	2.3945359389522003
-341/50	8/25	2.4324829422497474
-341/50	17/50	2.391398675099695
-341/50	9/25	2.4227962296173193
-341/50	19/50	2.4689899213586273
-341/50	2/5	2.4618864124001787
-341/50	21/50	2.4851614851045523
-341/50	11/25	2.48691627420772
-341/50	23/50	2.489567935168435
-341/50	12/25	2.506008277812023
-341/50	1/2	2.420176946451997
-341/50	13/25	2.420578862169272
-341/50	27/50	2.413681691463203
-341/50	14/25	2.3084804674006967
-341/50	29/50	2.4418220884851163
-341/50	3/5	2.513167367253183
-341/50	31/50	2.3914400651187515
-341/50	16/25	2.354984226670929
-341/50	33/50	2.400725458377531
-341/50	17/25	2.4818976098613614
-341/50	7/10	2.480152742138994
-341/50	18/25	2.182579867904016
-341/50	37/50	2.4439637079226224
-341/50	19/25	2.4570754444204996
-341/50	39/50	2.4152159005367038
-341/50	4/5	2.430475160761123
-341/50	41/50	2.350396372957467
-341/50	21/25	2.288531004134538
-341/50	43/50	2.373936578622958
-341/50	22/25	2.369020412917152
-341/50	9/10	2.0714480628475065
-341/50	23/25	2.0534319216023
-341/50	47/50	2.3146450626461945
-341/50	24/25	2.276297785750412
-341/50	49/50	2.1866252357976976
-341/50	1	2.069125264407266
-34/5	0	Indeterminate
-34/5	1/50	1.298011721554469
-34/5	1/25	1.591827710297284
-34/5	3/50	1.7678795549164126
-34/5	2/25	1.6148906443814137
-34/5	1/10	1.972070102965836
-34/5	3/25	2.054102186765631
-34/5	7/50	2.1104052495191707
-34/5	4/25	2.168347044719546
-34/5	9/50	2.2049701980128944
-34/5	1/5	2.254659699390541
-34/5	11/50	2.2806583560198144
-34/5	6/25	2.3114205212384493
-34/5	13/50	2.0531164993412596
-34/5	7/25	2.3852107611807183
-34/5	3/10	2.396046324583379
-34/5	8/25	2.4216989036425254
-34/5	17/50	2.398194073906428
-34/5	9/25	2.1724255601641134
-34/5	19/50	2.4690151809894716
-34/5	2/5	2.4780394574117954
-34/5	21/50	2.4832465716384853
-34/5	11/25	2.501483575169867
-34/5	23/50	2.4986553358012853
-34/5	12/25	2.511155782104991
-34/5	1/2	2.4089342812114456
-34/5	13/25	2.4953811202075356
-34/5	27/50	2.1754880615896175
-34/5	14/25	2.5065422263802737
-34/5	29/50	2.3989884101878878
-34/5	3/5	2.523314531445991
-34/5	31/50	1.9481590426367332
-34/5	16/25	2.511759090305757
-34/5	33/50	2.4858676054613453
-34/5	17/25	2.4861350078977464
-34/5	7/10	2.476741159482456
-34/5	18/25	2.463917898777674
-34/5	37/50	2.435668518339918
-34/5	19/25	2.3843411027071255
-34/5	39/50	2.436096061955098
-34/5	4/5	2.1351922205481504
-34/5	41/50	2.3881815392270367
-34/5	21/25	2.396835329090205
-34/5	43/50	2.369781112267781
-34/5	22/25	2.1443954035007566
-34/5	9/10	2.3259838012051968
-34/5	23/25	2.060157668400454
-34/5	47/50	2.307172571538964
-34/5	24/25	2.294378200660623
-34/5	49/50	2.2706237719801075
-34/5	1	2.251313635782893
-339/50	0	Indeterminate
-339/50	1/50	1.296946952987288
-339/50	1/25	1.6000331669329417
-339/50	3/50	1.5523257776088781
-339/50	2/25	1.8903068900664242
-339/50	1/10	1.9717517555532562
-339/50	3/25	2.0536855058836374
-339/50	7/50	2.0611830011153596
-339/50	4/25	2.155650974818335
-339/50	9/50	2.2122175872337135
-339/50	1/5	1.8754468180444368
-339/50	11/50	1.9081451367990125
-339/50	6/25	2.3016848280927817
-339/50	13/50	2.337441732141716
-339/50	7/25	2.385503004271543
-339/50	3/10	2.390460251738176
-339/50	8/25	2.427137730529879
-339/50	17/50	2.4426208969350256
-339/50	9/25	2.4643728539121024
-339/50	19/50	2.4578508181644914
-339/50	2/5	2.4853670182397773
-339/50	21/50	2.5088607114189956
-339/50	11/25	2.4768607972617396
-339/50	23/50	2.509569444943348
-339/50	12/25	2.5213346103593683
-339/50	1/2	2.523595838855071
-339/50	13/25	2.5216420264526134
-339/50	27/50	2.518629956908981
-339/50	14/25	2.5125129699992996
-339/50	29/50	2.5311269428301695
-339/50	3/5	2.507970047656769
-339/50	31/50	2.512770094756389
-339/50	16/25	2.3742158868846897
-339/50	33/50	2.504813955370469
-339/50	17/25	2.477499463171039
-339/50	7/10	2.4724660951479676
-339/50	18/25	2.4577558093729595
-339/50	37/50	1.8569229354207166
-339/50	19/25	2.443313500997952
-339/50	39/50	2.439074927172251
-339/50	4/5	2.3924345937817346
-339/50	41/50	2.3501747603685947
-339/50	21/25	2.4034657497505068
-339/50	43/50	2.3785248741478506
-339/50	22/25	2.3512610184380343
-339/50	9/10	2.0708464658704586
-339/50	23/25	2.3240490808470917
-339/50	47/50	2.319263262059223
-339/50	24/25	2.128169365932554
-339/50	49/50	2.03699009798976
-339/50	1	2.240513747904254
-169/25	0	Indeterminate
-169/25	1/50	1.2380440401261281
-169/25	1/25	1.5982788924847826
-169/25	3/50	1.7702431291174985
-169/25	2/25	1.8890240432894414
-169/25	1/10	1.9657603026247312
-169/25	3/25	2.0488806947551432
-169/25	7/50	2.117944766589118
-169/25	4/25	2.1632194487663643
-169/25	9/50	2.196525031886024
-169/25	1/5	2.2607861618946608
-169/25	11/50	2.2431831164972755
-169/25	6/25	2.326664758187553
-169/25	13/50	2.357237903535543
-169/25	7/25	2.350124414686588
-169/25	3/10	2.403252998176807
-169/25	8/25	2.3835614313049454
-169/25	17/50	2.4238905351189635
-169/25	9/25	2.37962895079
-169/25	19/50	2.4699256543407513
-169/25	2/5	2.4471708219971813
-169/25	21/50	2.4799063600611184
-169/25	11/25	2.5052740522494115
-169/25	23/50	2.513528768972253
-169/25	12/25	2.302688045720336
-169/25	1/2	2.1077545150625263
-169/25	13/25	2.5028671050210116
-169/25	27/50	2.458432350484329
-169/25	14/25	2.401220632203814
-169/25	29/50	2.493176934143414
-169/25	3/5	2.3345068410138485
-169/25	31/50	2.500156288948076
-169/25	16/25	2.504110182666292
-169/25	33/50	2.4983675328071575
-169/25	17/25	1.9832355847389764
-169/25	7/10	2.476660173686699
-169/25	18/25	2.4680668803303014
-169/25	37/50	2.298087373726281
-169/25	19/25	2.4447407897003757
-169/25	39/50	2.427726552625339
-169/25	4/5	2.4226464316354734
-169/25	41/50	2.211758864147935
-169/25	21/25	2.391479107320082
-169/25	43/50	2.366519354061213
-169/25	22/25	2.2992984590419145
-169/25	9/10	2.3409482214079813
-169/25	23/25	2.3262848439722714
-169/25	47/50	2.3110752326597805
-169/25	24/25	2.157325098790708
-169/25	49/50	2.2769545339495445
-169/25	1	2.2684738109525937
-337/50	0	Indeterminate
-337/50	1/50	0.9017761577903456
-337/50	1/25	1.5474144090202846
-337/50	3/50	1.7612996390018931
-337/50	2/25	1.8880897732129591
-337/50	1/10	1.9660723332275938
-337/50	3/25	2.0484189850429706
-337/50	7/50	2.0909258220113993
-337/50	4/25	2.1362440746702216
-337/50	9/50	2.207298408878613
-337/50	1/5	2.2463488890460037
-337/50	11/50	2.280873573667694
-337/50	6/25	2.3040126325631847
-337/50	13/50	2.326907631842465
-337/50	7/25	2.379228048026631
-337/50	3/10	2.413786074208883
-337/50	8/25	2.3973773814200294
-337/50	17/50	2.3887622169489147
-337/50	9/25	2.430378668241933
-337/50	19/50	2.413678830079527
-337/50	2/5	2.2353486865080727
-337/50	21/50	2.4917233829621894
-337/50	11/25	2.435363065623919
-337/50	23/50	2.5135550675676295
-337/50	12/25	2.3023630022427706
-337/50	1/2	2.5178808984022845
-337/50	13/25	2.483858572772564
-337/50	27/50	2.519496227114321
-337/50	14/25	2.5239279483980663
-337/50	29/50	2.525084911359773
-337/50	3/5	2.4968543322850163
-337/50	31/50	2.5104712204199533
-337/50	16/25	2.4987878106626944
-337/50	33/50	2.49165054679678
-337/50	17/25	2.4951469621105513
-337/50	7/10	2.4895682134757275
-337/50	18/25	2.463195322634843
-337/50	37/50	2.4692275656914875
-337/50	19/25	2.152244159542697
-337/50	39/50	2.2504856932886366
-337/50	4/5	1.9949812820425492
-337/50	41/50	2.4121291160238143
-337/50	21/25	2.35710085634997
-337/50	43/50	1.891241359808011
-337/50	22/25	2.363859730902918
-337/50	9/10	2.345580449835902
-337/50	23/25	2.2164422150589025
-337/50	47/50	2.3143087396100843
-337/50	24/25	2.02446299989095
-337/50	49/50	2.251675316185551
-337/50	1	2.2548494998056943
-168/25	0	Indeterminate
-168/25	1/50	1.304519576690715
-168/25	1/25	1.1887029408876075
-168/25	3/50	1.762217415107234
-168/25	2/25	1.8882013287967871
-168/25	1/10	1.9300070042188417
-168/25	3/25	2.0558264670847337
-168/25	7/50	2.1145770032644147
-168/25	4/25	2.1669856386548383
-168/25	9/50	2.1763453581836973
-168/25	1/5	2.2494004026368253
-168/25	11/50	2.2862777120469993
-168/25	6/25	2.302216161804633
-168/25	13/50	1.9654536276967816
-168/25	7/25	2.3799942129804936
-168/25	3/10	2.4107960050505044
-168/25	8/25	2.184948287572817
-168/25	17/50	2.4326359195986327
-168/25	9/25	2.4542510024046726
-168/25	19/50	2.462698567902287
-168/25	2/5	2.3941098087459625
-168/25	21/50	2.430545974290678
-168/25	11/25	2.4992427320869344
-168/25	23/50	2.5070774393171584
-168/25	12/25	2.5173533005699946
-168/25	1/2	2.418276945288684
-168/25	13/25	2.525783484497504
-168/25	27/50	2.2564301320765616
-168/25	14/25	2.5062966546288243
-168/25	29/50	2.4297780553310506
-168/25	3/5	2.329721781329357
-168/25	31/50	2.518248087364959
-168/25	16/25	2.503410919247253
-168/25	33/50	2.472246823121963
-168/25	17/25	2.1682527608962197
-168/25	7/10	2.448507639828676
-168/25	18/25	2.4665327372991337
-168/25	37/50	2.4408869730854685
-168/25	19/25	2.4279214271526333
-168/25	39/50	1.9871211212978808
-168/25	4/5	2.419565748721698
-168/25	41/50	2.2068975266660265
-168/25	21/25	2.396561288621109
-168/25	43/50	2.1137586150375642
-168/25	22/25	2.352044058905479
-168/25	9/10	2.3442173001791256
-168/25	23/25	2.3133433976415105
-168/25	47/50	2.231954223476137
-168/25	24/25	2.2852657932926963
-168/25	49/50	2.2695747747230763
-168/25	1	2.1490103517203942
-67/10	0	Indeterminate
-67/10	1/50	1.303456076247774
-67/10	1/25	1.5957015866858058
-67/10	3/50	1.7169506706944275
-67/10	2/25	1.8824372759383938
-67/10	1/10	1.9743927024664194
-67/10	3/25	2.0542209103524653
-67/10	7/50	2.1046118659542548
-67/10	4/25	2.1739916466076195
-67/10	9/50	1.995054093010131
-67/10	1/5	2.254768426164744
-67/10	11/50	2.2741411340061166
-67/10	6/25	2.1039121050448433
-67/10	13/50	2.3562025057431826
-67/10	7/25	2.3769569754927953
-67/10	3/10	2.412595283295444
-67/10	8/25	2.3629902758398194
-67/10	17/50	2.4499429541855453
-67/10	9/25	2.4678900491724898
-67/10	19/50	2.4704941767804915
-67/10	2/5	2.1170723310690134
-67/10	21/50	2.483478746004221
-67/10	11/25	2.497905444720928
-67/10	23/50	2.509406837736496
-67/10	12/25	2.5292960539948934
-67/10	1/2	2.4241275323887255
-67/10	13/25	2.4226801997139638
-67/10	27/50	2.5133704599119135
-67/10	14/25	2.1779595103571263
-67/10	29/50	2.5240873547991316
-67/10	3/5	2.512688581946201
-67/10	31/50	2.5049363597784913
-67/10	16/25	2.366608613325878
-67/10	33/50	2.222149064658864
-67/10	17/25	2.165206822745103
-67/10	7/10	2.214418117252281
-67/10	18/25	2.300881401368552
-67/10	37/50	2.464470310356073
-67/10	19/25	2.443473843720624
-67/10	39/50	2.1275746049915454
-67/10	4/5	2.2362533720845854
